age,workclass,educational-num,occupation,gender,hours-per-week,income
33,Private,13,Prof-specialty,Female,40,<=50K
52,Private,9,Adm-clerical,Male,40,>50K
40,Private,10,Craft-repair,Male,40,>50K
26,?,9,?,Male,40,<=50K
31,Local-gov,15,Prof-specialty,Male,99,<=50K
42,Private,13,Exec-managerial,Male,50,>50K
63,Private,9,Sales,Male,21,<=50K
53,Private,7,Craft-repair,Male,45,<=50K
34,State-gov,6,Craft-repair,Male,40,>50K
48,Private,10,Craft-repair,Male,40,<=50K
67,?,13,?,Male,20,>50K
49,Private,9,Other-service,Female,24,<=50K
28,Local-gov,13,Prof-specialty,Female,55,<=50K
51,?,10,?,Male,40,<=50K
44,Private,15,Prof-specialty,Male,60,>50K
27,Private,9,Transport-moving,Male,40,>50K
49,Private,3,Machine-op-inspct,Female,20,<=50K
34,Private,4,Priv-house-serv,Female,30,<=50K
27,Self-emp-not-inc,13,Craft-repair,Male,35,<=50K
38,Self-emp-not-inc,10,Craft-repair,Male,36,<=50K
24,Private,13,Exec-managerial,Male,40,<=50K
29,Private,10,Handlers-cleaners,Male,48,<=50K
39,Private,9,Sales,Female,40,<=50K
50,Private,14,Craft-repair,Male,40,>50K
42,Private,9,Craft-repair,Male,42,>50K
63,?,9,?,Female,7,<=50K
44,State-gov,14,Exec-managerial,Female,40,<=50K
58,Private,9,Sales,Male,40,<=50K
25,Private,10,Adm-clerical,Female,50,<=50K
23,Private,10,Other-service,Female,35,<=50K
20,Private,10,Sales,Male,40,<=50K
46,Self-emp-not-inc,10,Sales,Male,45,<=50K
21,Private,9,Sales,Female,35,<=50K
63,Private,6,Other-service,Female,40,<=50K
38,Private,12,Craft-repair,Male,40,>50K
27,Private,10,Transport-moving,Male,55,<=50K
41,Private,14,Other-service,Female,50,>50K
43,Private,13,Exec-managerial,Male,50,>50K
39,State-gov,13,Exec-managerial,Male,40,<=50K
48,?,3,?,Male,99,<=50K
56,Self-emp-inc,15,Prof-specialty,Male,45,>50K
44,State-gov,16,Prof-specialty,Male,60,<=50K
24,Private,10,Transport-moving,Male,40,<=50K
49,Private,12,Adm-clerical,Female,40,<=50K
38,Private,11,Other-service,Male,70,<=50K
36,Self-emp-not-inc,9,Sales,Male,35,<=50K
27,State-gov,16,Tech-support,Male,20,<=50K
50,Private,9,Adm-clerical,Female,40,<=50K
46,Private,10,Machine-op-inspct,Female,52,<=50K
41,Local-gov,13,Prof-specialty,Female,10,<=50K
45,?,7,?,Female,16,<=50K
46,Private,8,Craft-repair,Male,40,<=50K
65,?,9,?,Male,48,>50K
44,Private,15,Prof-specialty,Male,50,>50K
35,Private,10,Tech-support,Male,50,<=50K
44,Self-emp-not-inc,12,Exec-managerial,Female,45,<=50K
51,Private,9,Sales,Male,50,<=50K
74,Local-gov,4,Other-service,Female,35,<=50K
32,Private,9,Adm-clerical,Female,35,<=50K
22,Private,10,Adm-clerical,Female,30,<=50K
58,?,6,?,Female,40,<=50K
47,Private,9,Exec-managerial,Female,40,<=50K
32,Private,8,Transport-moving,Male,40,<=50K
64,Federal-gov,10,Exec-managerial,Female,25,<=50K
44,Private,14,Prof-specialty,Female,25,>50K
59,Private,13,Exec-managerial,Male,40,>50K
34,Private,9,Other-service,Female,35,<=50K
54,Private,13,Prof-specialty,Male,40,>50K
33,Private,10,Other-service,Female,30,<=50K
44,Private,2,Transport-moving,Female,60,<=50K
31,Private,10,Adm-clerical,Male,40,>50K
30,State-gov,9,Adm-clerical,Male,40,<=50K
18,Private,7,Handlers-cleaners,Male,17,<=50K
56,Self-emp-not-inc,15,Prof-specialty,Male,55,>50K
24,Private,9,Adm-clerical,Female,40,<=50K
23,Private,10,Exec-managerial,Male,40,<=50K
51,Private,7,Machine-op-inspct,Male,40,<=50K
24,Private,13,Prof-specialty,Male,20,<=50K
39,Federal-gov,9,Handlers-cleaners,Male,40,<=50K
49,Self-emp-not-inc,9,Other-service,Male,40,<=50K
22,?,9,?,Male,40,<=50K
42,State-gov,14,Prof-specialty,Male,45,<=50K
51,Local-gov,14,Prof-specialty,Male,39,>50K
20,Private,10,Sales,Female,24,<=50K
49,Private,6,Machine-op-inspct,Female,40,<=50K
31,Private,15,Prof-specialty,Male,50,>50K
41,Private,10,Sales,Male,40,<=50K
35,Private,9,Exec-managerial,Male,60,>50K
20,?,10,?,Male,30,<=50K
35,Private,11,Craft-repair,Male,42,>50K
46,Private,14,Exec-managerial,Female,8,<=50K
35,Private,9,Machine-op-inspct,Female,60,<=50K
21,Private,10,Tech-support,Male,20,<=50K
45,Private,8,Craft-repair,Male,40,<=50K
37,Local-gov,12,Craft-repair,Male,40,>50K
45,Self-emp-inc,12,Exec-managerial,Female,40,<=50K
18,Private,6,Other-service,Male,24,<=50K
53,Self-emp-not-inc,10,Prof-specialty,Male,45,>50K
24,Local-gov,13,Prof-specialty,Female,40,<=50K
35,Private,9,Adm-clerical,Male,40,<=50K
28,Private,9,Other-service,Male,40,<=50K
50,Private,9,Sales,Male,56,>50K
38,Private,9,Adm-clerical,Female,50,<=50K
34,Local-gov,9,Craft-repair,Male,40,<=50K
53,Private,10,Transport-moving,Male,32,>50K
46,Private,12,Sales,Male,45,>50K
50,Private,10,Sales,Male,45,<=50K
45,Private,10,Other-service,Female,40,<=50K
29,Private,11,Sales,Male,23,<=50K
41,Private,13,Craft-repair,Male,40,>50K
43,Self-emp-not-inc,13,Exec-managerial,Male,50,>50K
29,Private,10,Craft-repair,Male,56,<=50K
53,Private,10,Exec-managerial,Male,45,>50K
24,Private,9,Other-service,Female,40,<=50K
35,Private,9,Transport-moving,Male,40,<=50K
25,Private,10,Handlers-cleaners,Male,30,<=50K
43,Local-gov,11,Protective-serv,Male,56,<=50K
38,Private,6,Other-service,Male,45,<=50K
64,Private,4,Priv-house-serv,Female,35,<=50K
37,Private,13,Prof-specialty,Male,40,>50K
48,Private,9,Handlers-cleaners,Male,35,>50K
27,Self-emp-not-inc,9,Prof-specialty,Male,50,>50K
45,Private,13,Sales,Male,40,<=50K
41,Private,14,Prof-specialty,Female,38,>50K
33,?,13,?,Female,60,>50K
42,Private,5,Other-service,Female,40,<=50K
29,Private,13,Sales,Female,50,<=50K
29,Private,9,Transport-moving,Male,49,<=50K
71,Self-emp-inc,13,Prof-specialty,Male,30,<=50K
29,Federal-gov,6,Exec-managerial,Female,40,<=50K
23,State-gov,13,Adm-clerical,Male,16,<=50K
28,Private,13,Sales,Male,2,<=50K
55,Private,13,Prof-specialty,Male,40,>50K
47,State-gov,13,Prof-specialty,Female,40,<=50K
21,?,10,?,Female,40,<=50K
33,Private,9,Handlers-cleaners,Female,40,<=50K
35,Local-gov,8,Farming-fishing,Male,40,<=50K
42,Self-emp-inc,13,Adm-clerical,Female,45,>50K
33,Private,9,Adm-clerical,Male,40,<=50K
30,Private,14,Exec-managerial,Male,40,<=50K
37,Private,10,Craft-repair,Male,40,<=50K
19,?,9,?,Male,25,<=50K
21,?,10,?,Male,40,<=50K
46,Self-emp-not-inc,10,Prof-specialty,Male,35,<=50K
42,Private,9,Transport-moving,Male,40,>50K
28,Private,14,Exec-managerial,Male,58,<=50K
36,Private,9,Adm-clerical,Male,40,>50K
39,Private,9,Adm-clerical,Female,40,<=50K
27,Private,9,Tech-support,Male,40,<=50K
57,Private,9,Adm-clerical,Female,38,>50K
50,Private,9,Priv-house-serv,Female,12,<=50K
63,Private,10,Exec-managerial,Male,40,>50K
44,Private,10,Sales,Male,50,<=50K
38,Private,6,Craft-repair,Male,40,>50K
30,Self-emp-not-inc,10,Sales,Male,40,<=50K
20,Private,10,Adm-clerical,Female,25,<=50K
44,Self-emp-not-inc,15,Prof-specialty,Male,50,>50K
24,Private,9,Machine-op-inspct,Male,40,<=50K
26,Private,10,Transport-moving,Male,40,<=50K
42,Self-emp-not-inc,10,Farming-fishing,Male,70,<=50K
54,Private,9,Craft-repair,Male,40,>50K
45,State-gov,10,Adm-clerical,Female,45,<=50K
37,Private,2,Farming-fishing,Male,40,<=50K
30,Federal-gov,13,Prof-specialty,Male,40,<=50K
36,Private,10,Craft-repair,Male,40,>50K
19,Private,5,Other-service,Female,50,<=50K
22,Private,12,Adm-clerical,Female,40,<=50K
65,Federal-gov,9,Adm-clerical,Female,40,<=50K
52,?,6,?,Male,25,<=50K
36,Self-emp-not-inc,9,Sales,Male,30,<=50K
22,Private,9,Adm-clerical,Female,40,<=50K
28,Private,11,Craft-repair,Male,50,<=50K
30,State-gov,13,Exec-managerial,Male,40,>50K
47,Private,10,Exec-managerial,Male,55,>50K
29,Private,10,Exec-managerial,Female,40,<=50K
36,Private,9,Machine-op-inspct,Male,40,<=50K
30,Private,13,Sales,Female,40,<=50K
52,Private,14,Exec-managerial,Female,60,>50K
62,Private,9,Exec-managerial,Female,40,<=50K
42,Private,14,Craft-repair,Male,55,>50K
33,Private,9,Transport-moving,Male,40,<=50K
17,Private,7,Sales,Female,26,<=50K
54,Private,9,Adm-clerical,Female,40,<=50K
41,Private,9,Machine-op-inspct,Male,40,<=50K
45,State-gov,14,Prof-specialty,Female,45,<=50K
37,State-gov,10,Prof-specialty,Female,15,<=50K
21,Private,9,Handlers-cleaners,Female,34,<=50K
29,Private,13,Tech-support,Female,40,<=50K
18,State-gov,9,Adm-clerical,Male,40,<=50K
18,?,7,?,Female,20,<=50K
62,Private,9,Protective-serv,Male,40,<=50K
19,Private,10,Craft-repair,Female,20,<=50K
62,Private,4,Machine-op-inspct,Female,35,<=50K
58,Local-gov,13,Prof-specialty,Female,40,<=50K
34,Private,10,Adm-clerical,Male,50,<=50K
62,Private,7,Machine-op-inspct,Male,50,<=50K
23,Private,10,Adm-clerical,Male,12,<=50K
37,Private,13,Exec-managerial,Male,50,>50K
42,Private,12,Adm-clerical,Male,46,<=50K
21,Private,7,Other-service,Male,40,<=50K
41,Private,13,Exec-managerial,Female,40,<=50K
27,Private,7,Handlers-cleaners,Male,40,<=50K
37,Private,13,Exec-managerial,Male,40,<=50K
40,Private,9,Machine-op-inspct,Male,45,>50K
62,Local-gov,4,Craft-repair,Male,40,<=50K
29,Private,10,Other-service,Female,40,<=50K
33,Private,14,Exec-managerial,Male,50,>50K
53,Private,9,Machine-op-inspct,Female,40,<=50K
64,Private,11,Tech-support,Female,40,<=50K
60,Private,10,Craft-repair,Male,48,>50K
47,Private,7,Handlers-cleaners,Male,40,<=50K
45,State-gov,14,Exec-managerial,Male,40,<=50K
33,Private,11,Tech-support,Male,40,<=50K
29,Private,13,Prof-specialty,Male,45,>50K
57,Private,4,Craft-repair,Male,40,>50K
19,Private,9,Other-service,Male,35,<=50K
26,Private,13,Prof-specialty,Male,40,<=50K
63,Self-emp-inc,3,Sales,Male,25,<=50K
42,Private,12,Prof-specialty,Female,40,<=50K
38,Self-emp-not-inc,13,Tech-support,Male,50,>50K
34,Private,6,Farming-fishing,Male,40,<=50K
20,?,10,?,Male,30,<=50K
35,Private,4,Craft-repair,Male,40,<=50K
38,Private,13,Sales,Female,8,>50K
52,State-gov,10,Prof-specialty,Male,40,<=50K
32,Private,10,Craft-repair,Male,40,<=50K
67,Private,16,Exec-managerial,Male,60,>50K
26,Private,14,Prof-specialty,Female,40,<=50K
58,Private,14,Exec-managerial,Male,60,>50K
48,Private,11,Adm-clerical,Male,40,>50K
25,Private,13,Prof-specialty,Male,40,<=50K
25,Private,13,Prof-specialty,Male,48,<=50K
25,Private,10,Handlers-cleaners,Male,50,<=50K
18,Private,9,Handlers-cleaners,Male,12,<=50K
36,Private,9,Sales,Male,60,<=50K
45,Self-emp-not-inc,7,Craft-repair,Male,50,<=50K
34,Private,9,Craft-repair,Male,40,<=50K
68,Self-emp-inc,13,Sales,Male,40,>50K
37,Private,10,Exec-managerial,Male,50,<=50K
21,Private,10,Exec-managerial,Male,15,<=50K
49,Private,10,Prof-specialty,Male,40,<=50K
39,Local-gov,14,Prof-specialty,Female,50,<=50K
41,Private,16,Exec-managerial,Female,40,>50K
35,Private,14,Exec-managerial,Male,50,>50K
29,Local-gov,10,Other-service,Male,40,<=50K
29,?,5,?,Female,40,<=50K
54,Local-gov,13,Prof-specialty,Male,40,>50K
32,Self-emp-not-inc,13,Sales,Male,45,>50K
18,Private,7,Other-service,Male,30,<=50K
30,Private,10,Adm-clerical,Male,40,>50K
66,?,6,?,Male,15,>50K
23,Local-gov,9,Adm-clerical,Female,40,<=50K
36,Private,9,Machine-op-inspct,Male,50,<=50K
34,Private,10,Prof-specialty,Male,45,<=50K
39,Self-emp-not-inc,11,Farming-fishing,Male,60,<=50K
26,Local-gov,6,Handlers-cleaners,Male,40,<=50K
78,Private,10,Craft-repair,Male,40,<=50K
28,Private,10,Exec-managerial,Female,40,<=50K
51,Private,10,Adm-clerical,Female,40,<=50K
33,Local-gov,10,Protective-serv,Male,50,>50K
44,?,7,?,Female,40,<=50K
34,Private,13,Prof-specialty,Male,40,>50K
33,Self-emp-not-inc,15,Prof-specialty,Male,50,>50K
28,Private,14,Sales,Male,60,>50K
55,Private,5,Handlers-cleaners,Male,4,<=50K
30,Private,11,Machine-op-inspct,Male,45,<=50K
45,Private,9,Craft-repair,Male,40,<=50K
46,Private,11,Craft-repair,Male,40,>50K
17,Private,7,Adm-clerical,Female,7,<=50K
40,Private,7,Machine-op-inspct,Male,40,<=50K
44,Local-gov,14,Prof-specialty,Female,50,>50K
56,Private,9,Sales,Male,40,<=50K
69,Self-emp-inc,12,Sales,Male,40,>50K
41,Private,2,Transport-moving,Male,40,<=50K
47,Local-gov,7,Other-service,Male,40,<=50K
33,Private,7,Transport-moving,Male,40,<=50K
25,State-gov,13,Prof-specialty,Male,20,<=50K
42,Private,4,Handlers-cleaners,Female,35,<=50K
65,?,13,?,Male,30,<=50K
24,Private,11,Prof-specialty,Female,40,<=50K
48,Federal-gov,13,Prof-specialty,Female,40,<=50K
82,Self-emp-inc,4,Exec-managerial,Female,40,<=50K
36,Private,9,Sales,Male,40,>50K
34,Private,15,Prof-specialty,Female,40,>50K
28,Private,9,Transport-moving,Male,40,<=50K
65,Private,10,Exec-managerial,Male,40,>50K
66,Self-emp-not-inc,10,Transport-moving,Male,60,<=50K
40,Private,10,Craft-repair,Male,30,<=50K
66,Private,10,Sales,Male,40,<=50K
37,Private,3,Machine-op-inspct,Male,40,<=50K
34,Private,13,Sales,Male,40,<=50K
41,Self-emp-not-inc,14,Prof-specialty,Female,20,<=50K
43,Private,14,Exec-managerial,Female,50,>50K
20,Private,9,Transport-moving,Male,45,<=50K
59,Private,14,Prof-specialty,Female,10,<=50K
48,Private,9,Machine-op-inspct,Male,40,>50K
45,State-gov,11,Prof-specialty,Male,40,>50K
28,Private,9,Craft-repair,Male,48,<=50K
43,Private,13,Adm-clerical,Female,35,<=50K
18,Private,10,Other-service,Female,15,<=50K
34,?,9,?,Male,40,<=50K
55,Self-emp-inc,16,Prof-specialty,Male,60,<=50K
21,Local-gov,9,Other-service,Male,40,<=50K
47,Private,13,Craft-repair,Male,40,<=50K
45,Private,12,Exec-managerial,Female,40,<=50K
61,Private,9,Other-service,Female,40,<=50K
23,Private,6,Craft-repair,Male,40,<=50K
44,State-gov,14,Prof-specialty,Female,40,<=50K
45,Private,9,Exec-managerial,Female,50,>50K
35,State-gov,13,Adm-clerical,Female,40,<=50K
17,?,6,?,Female,15,<=50K
49,Private,13,Exec-managerial,Male,50,>50K
40,Private,13,Protective-serv,Male,40,>50K
28,Self-emp-not-inc,14,Prof-specialty,Male,40,<=50K
33,Self-emp-inc,10,Exec-managerial,Female,60,<=50K
31,State-gov,11,Craft-repair,Male,40,<=50K
38,Local-gov,12,Prof-specialty,Male,40,<=50K
62,Private,6,Sales,Female,35,<=50K
40,Private,9,Handlers-cleaners,Male,40,<=50K
61,Private,9,Adm-clerical,Female,40,<=50K
42,Federal-gov,14,Adm-clerical,Female,40,>50K
19,?,10,?,Male,2,<=50K
32,Local-gov,13,Prof-specialty,Male,45,<=50K
52,Private,9,Transport-moving,Male,40,<=50K
34,Private,9,Prof-specialty,Male,40,<=50K
37,Private,12,Exec-managerial,Female,50,>50K
30,Private,13,Exec-managerial,Male,45,>50K
27,Private,11,Craft-repair,Male,40,<=50K
25,Private,9,Sales,Female,35,<=50K
32,Private,10,Transport-moving,Male,50,<=50K
47,Self-emp-inc,13,Exec-managerial,Female,60,>50K
43,Private,10,Adm-clerical,Male,38,>50K
50,Local-gov,14,Prof-specialty,Male,36,>50K
42,Federal-gov,12,Prof-specialty,Female,40,>50K
31,Private,7,Craft-repair,Male,30,<=50K
43,Private,9,Transport-moving,Male,30,<=50K
37,Private,9,Other-service,Female,17,<=50K
58,Private,13,Adm-clerical,Male,40,<=50K
32,Private,10,Sales,Female,38,<=50K
35,Private,14,Prof-specialty,Female,38,>50K
40,Self-emp-not-inc,10,Farming-fishing,Male,60,<=50K
39,Self-emp-not-inc,9,Other-service,Male,45,<=50K
51,Private,14,Sales,Male,55,>50K
42,Private,9,Exec-managerial,Male,50,>50K
27,Private,10,Sales,Female,40,<=50K
69,Private,9,Adm-clerical,Female,30,<=50K
74,Private,11,Priv-house-serv,Female,40,<=50K
36,Private,12,Exec-managerial,Male,43,>50K
23,?,10,?,Female,23,<=50K
48,Local-gov,3,Transport-moving,Male,40,<=50K
38,Private,10,Prof-specialty,Male,40,<=50K
68,Private,5,Craft-repair,Male,24,<=50K
40,State-gov,15,Prof-specialty,Female,40,<=50K
23,Private,5,Machine-op-inspct,Male,40,<=50K
48,Private,9,Exec-managerial,Male,40,<=50K
47,Local-gov,14,Prof-specialty,Male,40,<=50K
55,Private,9,Craft-repair,Male,51,<=50K
22,State-gov,10,Adm-clerical,Female,17,<=50K
49,Private,9,Craft-repair,Male,40,<=50K
51,Private,9,Sales,Female,40,<=50K
42,Self-emp-inc,13,Exec-managerial,Male,40,>50K
31,Private,13,Exec-managerial,Male,50,>50K
67,Local-gov,9,Prof-specialty,Male,24,<=50K
27,?,13,?,Male,45,<=50K
59,Self-emp-not-inc,14,Transport-moving,Male,15,<=50K
66,Private,9,Priv-house-serv,Female,25,<=50K
28,Private,11,Exec-managerial,Male,60,>50K
33,Self-emp-not-inc,10,Farming-fishing,Male,50,<=50K
44,Local-gov,13,Prof-specialty,Male,55,<=50K
39,Private,14,Prof-specialty,Male,45,>50K
39,Local-gov,13,Craft-repair,Male,42,<=50K
46,Private,9,Exec-managerial,Female,38,>50K
19,Private,1,Farming-fishing,Male,36,<=50K
44,Self-emp-not-inc,10,Craft-repair,Male,50,<=50K
24,Private,9,Sales,Male,40,<=50K
48,Private,9,Other-service,Female,42,<=50K
27,Private,9,Handlers-cleaners,Male,50,<=50K
44,Private,10,Prof-specialty,Male,35,<=50K
30,Private,9,Adm-clerical,Female,35,<=50K
32,Federal-gov,13,Prof-specialty,Male,40,>50K
49,Private,14,Protective-serv,Male,78,>50K
37,Self-emp-not-inc,1,Sales,Male,30,<=50K
24,Private,13,Exec-managerial,Female,60,>50K
19,Private,10,Adm-clerical,Female,20,<=50K
20,Private,10,Adm-clerical,Female,10,<=50K
25,Private,12,Exec-managerial,Male,45,<=50K
29,Private,10,Machine-op-inspct,Male,40,<=50K
43,Private,10,Exec-managerial,Male,40,>50K
35,Local-gov,12,Tech-support,Male,40,<=50K
47,Local-gov,10,Protective-serv,Male,48,>50K
53,Private,9,Craft-repair,Male,40,<=50K
27,Private,9,Farming-fishing,Male,40,>50K
32,Private,9,Adm-clerical,Female,40,<=50K
36,Private,9,Craft-repair,Male,40,<=50K
55,Self-emp-not-inc,4,Sales,Male,80,<=50K
41,Private,6,Transport-moving,Male,70,<=50K
49,Self-emp-not-inc,16,Prof-specialty,Male,63,>50K
36,Private,9,Craft-repair,Male,40,<=50K
62,Private,13,Sales,Male,28,<=50K
44,Private,9,Craft-repair,Male,72,<=50K
69,Self-emp-not-inc,13,Exec-managerial,Male,40,<=50K
22,Private,10,Adm-clerical,Female,40,<=50K
36,Private,9,Craft-repair,Male,25,<=50K
58,Private,9,Sales,Male,60,<=50K
32,Private,9,Craft-repair,Male,40,<=50K
19,?,10,?,Male,25,<=50K
27,Private,10,Sales,Female,35,<=50K
19,?,10,?,Male,28,<=50K
35,Private,9,Craft-repair,Male,40,<=50K
58,Private,13,Sales,Male,40,>50K
18,Private,10,Adm-clerical,Female,20,<=50K
48,Self-emp-not-inc,11,Tech-support,Female,10,<=50K
22,Private,6,Machine-op-inspct,Male,40,<=50K
39,Private,9,Handlers-cleaners,Male,40,<=50K
47,Self-emp-not-inc,13,Sales,Male,60,<=50K
23,Private,3,Handlers-cleaners,Male,40,<=50K
40,Private,11,Prof-specialty,Female,36,<=50K
35,Private,11,Adm-clerical,Female,40,<=50K
20,?,10,?,Male,32,<=50K
41,Private,10,Sales,Male,40,>50K
27,Private,9,Machine-op-inspct,Female,35,<=50K
58,Private,14,Exec-managerial,Male,50,>50K
38,Private,10,Adm-clerical,Female,40,<=50K
40,State-gov,13,Adm-clerical,Female,40,<=50K
29,Private,9,Priv-house-serv,Female,55,<=50K
28,State-gov,11,Exec-managerial,Female,40,<=50K
35,Private,10,Adm-clerical,Male,40,<=50K
18,Private,8,Machine-op-inspct,Female,40,<=50K
29,Private,13,Prof-specialty,Female,40,<=50K
25,Private,10,Sales,Male,40,<=50K
65,Private,9,Adm-clerical,Female,22,<=50K
19,Private,7,Adm-clerical,Female,15,<=50K
37,Private,5,Other-service,Female,25,<=50K
22,Private,9,Other-service,Female,40,<=50K
70,Private,13,Adm-clerical,Male,40,<=50K
21,Local-gov,10,Other-service,Female,32,<=50K
21,Private,10,Machine-op-inspct,Male,40,<=50K
23,Private,10,Adm-clerical,Female,40,<=50K
46,Private,9,Adm-clerical,Male,40,<=50K
33,State-gov,16,Prof-specialty,Male,50,>50K
36,Private,13,Prof-specialty,Male,40,>50K
42,Self-emp-inc,13,Exec-managerial,Male,60,>50K
52,Private,11,Sales,Male,40,<=50K
55,?,9,?,Female,6,>50K
60,Local-gov,10,Farming-fishing,Male,40,<=50K
57,Local-gov,4,Exec-managerial,Female,40,<=50K
35,Private,13,Craft-repair,Male,40,>50K
24,Private,9,Adm-clerical,Female,40,<=50K
37,Private,13,Prof-specialty,Male,55,>50K
45,Local-gov,9,Protective-serv,Male,40,>50K
48,Federal-gov,14,Exec-managerial,Male,40,<=50K
22,Private,7,Machine-op-inspct,Male,42,<=50K
45,Private,9,Transport-moving,Male,40,<=50K
32,Private,9,Transport-moving,Male,40,<=50K
35,Private,13,Prof-specialty,Male,40,<=50K
22,Private,13,Prof-specialty,Female,40,<=50K
34,Private,5,Adm-clerical,Female,38,<=50K
25,Private,9,Other-service,Male,45,<=50K
39,Private,10,Farming-fishing,Female,40,<=50K
44,Federal-gov,9,Craft-repair,Male,40,>50K
33,Private,2,Machine-op-inspct,Female,40,<=50K
48,Private,7,Machine-op-inspct,Male,40,<=50K
58,Private,9,Adm-clerical,Male,40,<=50K
36,Private,10,Exec-managerial,Female,60,<=50K
53,Self-emp-not-inc,9,Farming-fishing,Female,55,<=50K
25,Self-emp-not-inc,10,Farming-fishing,Male,50,<=50K
21,Private,13,Sales,Female,30,<=50K
36,Private,3,Priv-house-serv,Female,40,<=50K
51,State-gov,9,Adm-clerical,Female,40,<=50K
26,Local-gov,13,Prof-specialty,Female,40,<=50K
41,Private,11,Prof-specialty,Female,40,<=50K
23,Local-gov,13,Prof-specialty,Male,40,<=50K
20,Private,10,Exec-managerial,Female,25,<=50K
58,Private,13,Adm-clerical,Male,50,>50K
21,Private,9,Adm-clerical,Male,25,<=50K
32,Private,13,Prof-specialty,Male,50,>50K
54,?,16,?,Male,20,<=50K
62,Private,9,Adm-clerical,Female,40,<=50K
29,?,10,?,Female,40,<=50K
43,Private,11,Craft-repair,Male,60,<=50K
20,Private,10,Machine-op-inspct,Male,60,<=50K
23,Private,10,Adm-clerical,Female,20,<=50K
26,Private,13,Adm-clerical,Female,40,<=50K
33,Private,15,Prof-specialty,Male,60,>50K
30,Private,10,Craft-repair,Male,40,<=50K
63,Private,4,Craft-repair,Male,45,<=50K
45,Private,9,Sales,Female,40,<=50K
39,Private,10,Adm-clerical,Female,40,<=50K
26,Private,9,Handlers-cleaners,Male,30,<=50K
28,?,10,?,Male,5,<=50K
20,?,10,?,Male,40,<=50K
39,Private,13,Adm-clerical,Male,40,<=50K
34,Private,13,Prof-specialty,Male,42,<=50K
33,Private,9,Other-service,Male,50,<=50K
26,Private,10,Exec-managerial,Male,40,<=50K
20,?,10,?,Female,40,<=50K
40,Private,10,Prof-specialty,Male,40,>50K
49,Private,9,Handlers-cleaners,Male,40,<=50K
64,Private,9,Other-service,Male,40,>50K
65,Private,13,Prof-specialty,Female,35,<=50K
19,Private,7,Other-service,Male,20,<=50K
47,Private,10,Protective-serv,Female,23,<=50K
24,Private,10,Sales,Male,20,<=50K
55,Self-emp-inc,10,Exec-managerial,Male,45,>50K
61,Self-emp-not-inc,9,Craft-repair,Male,35,<=50K
47,Local-gov,13,Prof-specialty,Male,50,>50K
64,Private,9,Other-service,Male,40,<=50K
37,Private,9,Sales,Male,40,<=50K
21,?,9,?,Female,40,<=50K
40,?,7,?,Female,16,<=50K
25,Private,9,Machine-op-inspct,Male,40,<=50K
41,Self-emp-not-inc,10,Craft-repair,Male,55,<=50K
40,State-gov,13,Prof-specialty,Male,40,>50K
21,Private,11,Other-service,Female,20,<=50K
54,State-gov,10,Exec-managerial,Male,40,>50K
47,Private,9,Prof-specialty,Male,40,<=50K
21,Private,10,Sales,Female,35,<=50K
32,Local-gov,10,Craft-repair,Male,40,<=50K
32,Private,10,Adm-clerical,Female,30,<=50K
26,State-gov,13,Prof-specialty,Female,10,<=50K
23,Private,10,Other-service,Male,40,<=50K
27,Private,5,Craft-repair,Male,40,<=50K
29,Local-gov,10,Adm-clerical,Female,40,<=50K
43,Private,10,Craft-repair,Male,40,<=50K
23,?,10,?,Female,30,<=50K
39,Private,12,Adm-clerical,Male,60,<=50K
22,Private,12,Sales,Male,30,<=50K
47,Private,9,Sales,Female,37,<=50K
34,Local-gov,9,Transport-moving,Male,40,<=50K
35,Private,10,Adm-clerical,Female,45,<=50K
20,Private,10,Sales,Male,30,<=50K
36,Federal-gov,9,Adm-clerical,Female,40,<=50K
52,Private,9,Transport-moving,Male,99,<=50K
38,Self-emp-inc,9,Exec-managerial,Male,40,<=50K
33,Private,9,Craft-repair,Male,40,<=50K
18,Private,9,Handlers-cleaners,Male,35,<=50K
38,Private,12,Adm-clerical,Female,40,<=50K
56,Self-emp-not-inc,10,Protective-serv,Male,50,>50K
30,Private,10,Exec-managerial,Male,45,>50K
35,State-gov,10,Machine-op-inspct,Male,50,>50K
60,Self-emp-not-inc,9,Sales,Male,50,<=50K
20,Private,3,Craft-repair,Male,40,<=50K
18,Private,8,Protective-serv,Female,45,<=50K
19,Private,10,Sales,Female,15,<=50K
53,Federal-gov,9,Sales,Male,40,<=50K
18,Private,10,Machine-op-inspct,Female,20,<=50K
44,Private,5,Craft-repair,Male,45,<=50K
57,Private,3,Other-service,Female,37,<=50K
36,?,10,?,Female,40,<=50K
40,Self-emp-not-inc,13,Transport-moving,Male,70,<=50K
33,Private,13,Prof-specialty,Male,50,>50K
19,Private,3,Farming-fishing,Male,36,<=50K
40,State-gov,10,Other-service,Male,84,<=50K
20,Self-emp-not-inc,10,Machine-op-inspct,Female,40,<=50K
47,Private,13,Sales,Male,65,>50K
41,Private,9,Craft-repair,Male,40,<=50K
47,Federal-gov,10,Craft-repair,Male,40,>50K
23,Private,10,Other-service,Male,30,<=50K
49,State-gov,10,Other-service,Male,70,>50K
37,Self-emp-not-inc,13,Craft-repair,Male,50,>50K
67,Private,9,Craft-repair,Male,40,<=50K
24,Private,9,Machine-op-inspct,Male,40,<=50K
39,Private,9,Craft-repair,Male,50,>50K
